Id,MS Zoning,Street,Lot Shape,Land Contour,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Heating,Heating QC,Central Air,Electrical,Kitchen Qual,Functional,Fireplace Qu,Garage Type,Garage Finish,Garage Qual,Garage Cond,Paved Drive,Sale Type,Lot Frontage,Lot Area,Overall Qual,Year Built,Year Remod/Add,Mas Vnr Area,Total Bsmt SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,SalePrice
1493,RL,Pave,Reg,Lvl,Edwards,Norm,Norm,1Fam,SFoyer,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,Av,BLQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,RFn,TA,TA,Y,WD ,90.0,10012,4,1972,1972,0.0,1138.0,1181,1.0,2,0,6,0,1974.0,2.0,588.0,0,0,137500
1110,RL,Pave,IR1,Lvl,NoRidge,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,WD ,91.0,14303,8,1994,1994,554.0,1986.0,1987,1.0,2,0,7,1,1994.0,2.0,691.0,262,36,301500
911,RL,Pave,Reg,Bnk,SWISU,Feedr,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,Y,FuseF,TA,Typ,Gd,Detchd,Unf,Fa,TA,Y,WD ,43.0,5707,6,1935,1950,0.0,583.0,1242,0.0,1,1,6,1,1926.0,1.0,180.0,329,96,105000
2535,RL,Pave,Reg,Lvl,NAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,Fa,Attchd,RFn,TA,TA,Y,WD ,78.0,9360,6,1968,2004,203.0,976.0,976,1.0,1,0,4,1,1968.0,2.0,504.0,94,0,157500
2030,RM,Pave,Reg,Lvl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,AsbShng,AsbShng,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,N,FuseA,TA,Typ,None,Detchd,Unf,TA,TA,N,WD ,40.0,5680,5,1901,1950,0.0,969.0,1214,0.0,1,0,6,0,1920.0,1.0,216.0,0,0,117000
2634,RL,Pave,Reg,Lvl,NAmes,Artery,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,WD ,70.0,7000,5,1962,1962,0.0,864.0,864,0.0,1,0,5,0,1962.0,1.0,336.0,0,0,105000
1530,RL,Pave,Reg,Lvl,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseA,TA,Maj2,None,Detchd,Unf,TA,TA,Y,WD ,51.0,10480,6,1936,1950,0.0,1064.0,1639,0.0,1,0,6,0,1936.0,1.0,240.0,0,0,115000
435,RL,Pave,Reg,Lvl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,RFn,TA,TA,Y,WD ,95.0,11578,9,2008,2008,302.0,1736.0,1736,0.0,2,0,7,1,2008.0,3.0,834.0,319,90,360000
812,RL,Pave,Reg,Bnk,SawyerW,Norm,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,Slab,None,None,None,None,None,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,WD ,64.0,7018,5,1979,1979,0.0,0.0,1535,0.0,2,0,8,0,1979.0,2.0,400.0,0,0,118858
1202,RL,Pave,Reg,Lvl,NWAmes,Feedr,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,GLQ,Rec,GasA,Gd,Y,SBrkr,Gd,Typ,None,Attchd,Unf,TA,TA,Y,WD ,70.7,9130,6,1966,2000,252.0,800.0,1632,0.0,1,1,7,0,1966.0,2.0,484.0,0,40,173000
666,RL,Pave,Reg,Lvl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,Y,FuseA,TA,Typ,None,Detchd,Unf,TA,TA,Y,WD ,60.0,10800,3,1890,1998,0.0,630.0,725,0.0,1,1,4,0,1959.0,1.0,320.0,0,30,78500
1751,RL,Pave,IR1,Lvl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,WD ,62.0,8244,7,2004,2004,0.0,840.0,1720,0.0,2,1,7,1,2004.0,2.0,440.0,100,48,183500
705,RM,Pave,Reg,Bnk,OldTown,Norm,Norm,2fmCon,1Story,Gable,CompShg,MetalSd,MetalSd,None,Fa,TA,CBlock,Fa,TA,No,Unf,Unf,GasA,TA,N,SBrkr,TA,Min2,None,Detchd,Unf,TA,TA,Y,WD ,60.0,6000,4,1953,1953,0.0,936.0,936,0.0,1,0,4,0,1974.0,2.0,576.0,0,32,93000
1744,RL,Pave,Reg,Lvl,Blmngtn,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,WD ,54.2,3621,8,2003,2003,72.0,1406.0,1589,1.0,2,0,7,1,2003.0,3.0,630.0,143,20,226500
357,RL,Pave,IR1,Lvl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,WD ,59.0,7837,6,1993,1994,0.0,799.0,1571,0.0,2,1,7,1,1993.0,2.0,380.0,0,40,178000
2133,RL,Pave,IR1,Lvl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,WD ,72.0,10665,7,2003,2003,167.0,1453.0,1479,1.0,2,0,7,0,2003.0,2.0,558.0,144,29,226000
989,RL,Pave,IR1,Lvl,Mitchel,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,Ex,CBlock,TA,TA,Gd,BLQ,LwQ,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,WD ,70.0,10457,5,1969,1969,178.0,784.0,1632,0.0,1,1,7,1,1969.0,2.0,898.0,0,173,173000
562,RL,Pave,IR1,Lvl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,BLQ,GasA,Gd,Y,SBrkr,TA,Typ,Po,Detchd,Unf,TA,TA,Y,WD ,60.0,8281,5,1965,1965,0.0,864.0,864,0.0,1,0,5,1,1965.0,1.0,360.0,0,0,62383
1054,RL,Pave,IR1,Lvl,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,New,67.0,14948,9,2008,2008,268.0,1452.0,2713,1.0,2,1,11,1,2008.0,3.0,858.0,126,66,446261
2850,RL,Pave,Reg,Lvl,SWISU,Feedr,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Stucco,None,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,Y,WD ,43.0,7000,7,1926,1997,0.0,624.0,1479,1.0,1,0,6,2,1926.0,1.0,312.0,530,0,160000
1082,RM,Pave,Reg,Lvl,Blmngtn,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,WD ,55.2,3940,7,2004,2004,24.0,1393.0,1576,1.0,2,0,7,1,2004.0,3.0,668.0,143,20,219990
1440,RL,Pave,IR1,Lvl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,WD ,93.0,9382,7,1999,2000,125.0,1468.0,1479,0.0,2,0,6,0,1999.0,2.0,577.0,120,25,191000
2006,RL,Pave,Reg,Bnk,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,PConc,TA,TA,No,LwQ,Rec,GasA,TA,N,FuseA,TA,Mod,Gd,Detchd,Unf,Fa,TA,Y,WD ,55.0,6854,5,1925,1994,0.0,756.0,1060,1.0,1,0,6,1,1969.0,1.0,308.0,0,65,136500
2082,RL,Pave,IR1,Lvl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,Slab,None,None,None,None,None,GasA,TA,N,SBrkr,Gd,Min2,None,Detchd,Unf,TA,TA,N,WD ,77.9,11515,4,1958,1994,0.0,0.0,943,0.0,1,0,5,0,1958.0,1.0,308.0,0,0,80000
2344,RL,Pave,IR1,Lvl,NWAmes,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,Gd,PConc,Gd,Gd,No,GLQ,LwQ,GasA,Gd,Y,SBrkr,Gd,Typ,None,Attchd,Unf,TA,TA,Y,WD ,84.8,13837,7,1988,1988,178.0,1204.0,2183,0.0,2,1,9,0,1988.0,3.0,786.0,0,0,229000
248,RL,Pave,Reg,Lvl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,WD ,80.0,9938,7,1993,1994,246.0,1050.0,1949,1.0,2,1,8,1,1993.0,2.0,574.0,156,90,236000
2276,RL,Pave,IR1,HLS,Timber,PosA,PosA,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,New,85.0,12633,10,2006,2007,242.0,1824.0,1824,0.0,2,0,8,1,2006.0,3.0,932.0,160,36,392000
755,RM,Pave,Reg,Lvl,IDOTRR,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,Fa,No,BLQ,Unf,GasA,Fa,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,WD ,57.0,6876,6,1927,1950,0.0,720.0,1930,1.0,2,0,8,0,1927.0,1.0,316.0,0,0,149000
1178,FV,Pave,IR1,Lvl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,BrkFace,MetalSd,None,Ex,TA,PConc,Gd,TA,Mn,BLQ,GLQ,GasA,Ex,Y,SBrkr,Ex,Typ,TA,Attchd,Fin,TA,TA,Y,WD ,36.0,3951,10,1998,1999,0.0,970.0,2393,1.0,2,1,7,1,1998.0,2.0,846.0,0,90,345000
2636,RM,Pave,Reg,Lvl,OldTown,Norm,Norm,1Fam,2Story,Hip,CompShg,CemntBd,CmentBd,None,Gd,Gd,PConc,Fa,TA,No,Unf,Unf,GasA,Ex,Y,FuseA,TA,Typ,None,Detchd,Unf,TA,TA,Y,WD ,62.0,9856,5,1900,2005,0.0,716.0,2014,0.0,2,0,8,0,1900.0,2.0,624.0,0,72,169000
2077,RL,Pave,Reg,Lvl,Edwards,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,N,SBrkr,TA,Mod,None,Attchd,Unf,TA,TA,N,WD ,84.0,17808,4,1946,1950,0.0,484.0,1242,0.0,1,0,4,0,1946.0,1.0,336.0,0,0,109900
2930,RL,Pave,Reg,Lvl,Mitchel,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,Av,LwQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,WD ,74.0,9627,7,1993,1994,94.0,996.0,2000,0.0,2,1,9,1,1993.0,3.0,650.0,190,48,188000
737,RM,Pave,Reg,Lvl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,Fa,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseF,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,WD ,50.0,6000,6,1939,1950,0.0,780.0,1412,0.0,1,0,6,1,1939.0,1.0,280.0,45,0,132500
837,RL,Pave,Reg,Low,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,PConc,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Attchd,RFn,TA,TA,Y,WD ,65.0,9757,5,1994,1994,0.0,990.0,990,1.0,1,0,5,0,1995.0,1.0,440.0,66,0,143000
2086,RL,Pave,Reg,Lvl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,Fa,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,WD ,58.0,9280,5,1951,1951,0.0,1342.0,1342,1.0,1,0,7,0,1951.0,1.0,256.0,0,0,125000
2385,RL,Pave,IR1,HLS,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,WD ,120.0,14780,9,2005,2005,568.0,1868.0,1868,1.0,2,0,7,1,2005.0,3.0,1085.0,354,56,415000
189,RM,Pave,Reg,Lvl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,Fa,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,WD ,60.0,7740,4,1910,1950,0.0,622.0,1363,0.0,1,0,6,0,1966.0,2.0,528.0,0,0,125500
635,RL,Pave,Reg,Lvl,NAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,TA,TA,CBlock,TA,TA,No,Rec,LwQ,GasA,Gd,Y,SBrkr,TA,Min1,Gd,Attchd,RFn,TA,TA,Y,WD ,80.0,9600,6,1958,1988,183.0,1240.0,1632,1.0,2,0,6,1,1958.0,1.0,338.0,289,0,139000
432,RL,Pave,IR1,Lvl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,Stone,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,BuiltIn,RFn,TA,TA,Y,ConLI,97.0,13478,10,2008,2008,420.0,1722.0,2296,1.0,2,1,10,1,2008.0,3.0,842.0,382,274,451950
900,RL,Pave,Reg,Lvl,Edwards,Norm,Norm,Duplex,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,None,None,None,None,Y,WD ,65.0,10926,5,1959,1959,74.0,1678.0,1678,0.0,2,0,10,0,1959.0,0.0,0.0,0,0,119900
966,RL,Pave,IR1,Lvl,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,Fin,TA,TA,Y,WD ,63.9,6853,8,2001,2002,136.0,1267.0,1296,1.0,2,0,6,0,2001.0,2.0,471.0,192,25,220000
1612,RL,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,WD ,85.0,10667,6,1971,1971,302.0,1587.0,1587,0.0,2,0,7,1,1971.0,2.0,525.0,0,44,167300
904,RL,Pave,Reg,Lvl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,WD ,45.0,8212,5,1941,1950,0.0,720.0,1298,0.0,1,0,6,2,1940.0,1.0,256.0,84,0,122000
2487,RM,Pave,Reg,Lvl,Sawyer,RRAe,Norm,Duplex,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,ConLI,70.0,9100,5,1963,1963,336.0,1728.0,1728,1.0,2,0,10,0,1963.0,2.0,504.0,0,0,125000
1304,RM,Pave,Reg,Lvl,OldTown,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,FuseA,TA,Typ,None,Attchd,Fin,TA,TA,Y,WD ,50.0,6000,5,1957,1957,0.0,928.0,928,0.0,1,0,5,0,1957.0,1.0,288.0,0,0,112500
2112,RL,Pave,Reg,Lvl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Gd,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,WD ,78.0,9316,7,2005,2006,0.0,879.0,1795,0.0,2,1,7,0,2005.0,2.0,578.0,164,111,191000
1244,RL,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,Gd,CBlock,TA,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,WD ,75.0,9464,6,1958,1958,135.0,1080.0,1080,0.0,1,0,5,0,1958.0,1.0,288.0,0,0,136000
843,RL,Pave,Reg,Lvl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,WD ,80.0,10400,7,1998,1998,0.0,866.0,1779,0.0,2,1,6,0,1998.0,2.0,546.0,198,36,197900
2689,RM,Pave,Reg,Lvl,OldTown,Feedr,Norm,1Fam,1.5Fin,Hip,CompShg,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,Fa,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,None,Attchd,Unf,Fa,TA,Y,WD ,59.0,5310,6,1910,2003,0.0,485.0,1635,0.0,1,0,5,0,1950.0,1.0,255.0,394,0,117000
2753,RL,Pave,Reg,Lvl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,New,64.0,7406,7,2006,2006,84.0,1199.0,1220,1.0,2,0,6,0,2006.0,2.0,632.0,105,54,194000
1169,FV,Pave,IR1,Lvl,Somerst,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,WD ,56.9,4538,9,2001,2001,179.0,1310.0,1310,1.0,1,1,5,1,2001.0,2.0,545.0,277,45,285000
1376,RL,Pave,Reg,Lvl,Edwards,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,Gd,BrkTil,TA,TA,No,ALQ,Rec,GasA,Gd,Y,SBrkr,TA,Typ,None,None,None,None,None,Y,WD ,62.0,10106,5,1940,1999,0.0,644.0,1355,1.0,2,0,6,0,1940.0,0.0,0.0,140,0,127500
2503,RL,Pave,IR1,Lvl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,WD ,83.4,13346,7,1992,2000,0.0,1095.0,2295,1.0,2,1,9,1,1992.0,2.0,590.0,0,40,268000
1987,RM,Pave,Reg,Lvl,OldTown,Artery,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,N,WD ,57.0,9639,4,1900,1950,0.0,1075.0,1798,0.0,2,1,7,0,1935.0,2.0,342.0,0,0,137000
1190,RL,Pave,IR1,Lvl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Unf,TA,TA,Y,WD ,89.5,15387,7,1967,1967,0.0,1620.0,1620,0.0,2,0,8,1,1967.0,2.0,578.0,0,62,215000
1930,RL,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,RFn,TA,TA,Y,WD ,75.0,10050,5,1955,1955,0.0,1216.0,1216,1.0,1,0,5,0,1955.0,1.0,336.0,0,0,129500
2677,RM,Pave,Reg,Lvl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,Gd,TA,No,Unf,Unf,GasA,Gd,Y,FuseA,TA,Typ,None,Detchd,Unf,Fa,TA,Y,WD ,62.1,6240,5,1936,1950,0.0,896.0,1344,0.0,1,0,7,0,1936.0,1.0,240.0,200,114,115000
1256,RL,Pave,Reg,Lvl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,Fa,TA,N,WD ,45.0,7506,5,1925,1950,0.0,747.0,1159,0.0,1,0,5,0,1932.0,1.0,288.0,84,0,114000
2484,RH,Pave,Reg,Lvl,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,WD ,70.0,8900,4,1966,1966,0.0,1056.0,1056,1.0,1,0,5,0,1966.0,1.0,384.0,0,42,107000
1253,RL,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,COD,80.0,8480,5,1947,1950,0.0,832.0,1216,0.0,1,0,6,0,1947.0,1.0,336.0,158,0,118500
1337,RM,Pave,Reg,Lvl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,WdShing,Wd Shng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,BuiltIn,RFn,TA,TA,Y,WD ,50.0,6000,6,1929,1950,0.0,862.0,1158,0.0,1,0,5,1,1929.0,1.0,208.0,0,0,120000
1788,RL,Pave,Reg,Lvl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,WD ,74.0,8847,8,2005,2005,148.0,1538.0,1538,1.0,2,0,7,0,2005.0,2.0,484.0,146,40,260000
141,RL,Pave,IR1,Lvl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,RFn,TA,TA,Y,WD ,67.5,8050,5,1959,1959,150.0,1143.0,1143,1.0,1,0,6,0,1959.0,1.0,308.0,0,0,136000
1669,RL,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,WD ,70.0,8294,4,1971,1971,0.0,858.0,872,0.0,1,0,5,0,1974.0,4.0,480.0,0,0,123000
1366,RM,Pave,IR1,Lvl,IDOTRR,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,Fa,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,FuseA,Fa,Typ,None,None,None,None,None,N,WD ,67.1,7920,6,1920,1950,0.0,319.0,1406,0.0,1,0,6,0,1920.0,0.0,0.0,0,144,89500
52,RL,Pave,IR1,Lvl,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,Fin,TA,TA,Y,WD ,100.0,18494,6,2005,2005,0.0,1324.0,1324,0.0,2,0,6,0,2005.0,2.0,430.0,36,23,199500
1380,RL,Pave,IR1,Lvl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkCmn,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,WD ,64.8,7162,5,1966,1966,41.0,876.0,904,0.0,1,0,6,0,1966.0,1.0,408.0,0,0,109900
